Trial,subjID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,verif_ans,P_sentence,clear_responses,isactive,syn_voice,syn_corr,error_type_old,error_type,message
1201,43,1,1.948611111,3.156388889,chase,AC,0,The policeman chases the robber.,The swimmer chased by the policeman,0,A,C,,1,
1202,43,1,0.7875,3.286388889,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer,1,P,C,,0,
1203,43,1,0.6366666667,4.300833333,punch,AC,0,The cowboy punches the nun.,The artist punches the monk,1,A,C,,0,
1204,43,1,0.9636111111,6.856388889,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer is shootted by the chef,0,P,I,,1,
1205,43,1,0.4958333333,3.964722222,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina,1,A,C,,0,
1206,43,1,0.5372222222,3.431388889,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickle the monk,1,P,I,,1,
1207,43,0,3.039166667,2.666944444,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer,1,A,I,,0,
1208,43,1,4.085,8.075555556,follow,PC,1,The ballerina is followed by the pirate.,The policeman followed by the nun.,0,P,C,,1,
1209,43,0,1.376666667,6.990833333,tickle,AI,0,The soldier tickle the boxer.,the waitress tickle the doctor.,1,A,I,,1,
1210,43,0,1.531388889,7.415277778,punch,PC,0,The policeman is punched by the artist.,The cowboy punched the ballerina.,1,P,C,,0,
1211,43,1,0.07027777778,5.873333333,slap,AC,1,The cowboy slaps the professor.,The policeman slaped the girl.,1,A,C,,0,
1212,43,0,0.9986111111,7.432222222,follow,PC,0,The ballerina is followed by the pirate.,The boxer followed the pirate.,1,P,C,,0,
1213,43,0,1.405833333,6.772777778,slap,AC,0,The cowboy slaps the ballerina.,The policeman slap the boxer.,1,A,C,,1,
1214,43,0,5.072777778,11.31027778,pull,PI,0,The waitress is pullen by the pirate.,The doctor is pullen the boxer.,0,P,I,,1,
1215,44,1,1.3125,5.345833333,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
1216,44,1,1.210833333,6.200555556,kiss,PC,1,The boxer is kissed by the artist.,The nun will kiss the ballerina.,1,P,C,,0,
1217,44,0,1.179444444,3.529722222,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
1218,44,1,3.889166667,4.606944444,push,PI,0,The monk is pushen by the policeman.,The cowboy will push the ballerina.,1,P,I,,0,
1219,44,0,1.618055556,4.055555556,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
1220,44,0,3.179166667,4.758333333,scold,PC,0,The monk is scolded by the swimmer.,The teacher will scold the soldier.,1,P,C,,0,
1221,44,1,1.002222222,3.514444444,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
1222,44,1,0.7730555556,3.674722222,follow,PC,1,The ballerina is followed by the pirate.,The nun will follow the soldier.,1,P,C,,0,
1223,44,0,1.148888889,3.866111111,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
1224,44,0,2.208333333,3.910277778,tickle,PI,1,The robber is ticklen by the soldier.,The maid will tickle the monk.,1,P,I,,0,
1225,44,1,2.447222222,3.809722222,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
1226,44,1,1.43,2.851111111,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
1227,44,0,1.518055556,3.203055556,punch,AC,0,The cowboy punches the nun.,The artist punched the monk.,1,A,C,,0,
1228,44,1,1.311111111,2.893888889,punch,PC,0,The policeman is punched by the artist.,The cowboy punches the ballerina.,1,P,C,,0,
1229,44,1,0.5613888889,3.301666667,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor.,1,A,C,,0,
1230,44,1,1.579722222,5.655833333,pull,PI,0,The waitress is pullen by the pirate.,The boxer will pull the clown.,1,P,I,,0,
1231,44,1,3.369444444,3.655277778,slap,AC,0,The cowboy slaps the ballerina.,The policeman slapped the boxer.,1,A,C,,0,
1232,44,0,1.296388889,4.408333333,follow,PC,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,P,C,,0,
1233,44,1,1.175555556,3.350555556,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
1234,44,0,1.391666667,3.001666667,touch,PI,1,The doctor is touchen by the waitress.,The sailor will touch the clown.,1,P,I,,0,
1235,44,0,1.316111111,2.998055556,touch,AI,0,The waitress touch the professor.,The sailor will touch the swimmer.,1,A,I,,0,
1236,44,0,1.481111111,3.853333333,kiss,PC,0,The monk is kissed by the swimmer.,The artist kissed the clown.,1,P,C,,0,
1237,44,1,1.197777778,3.141666667,slap,AC,1,The cowboy slaps the professor.,The policeman slapped the swimmer.,1,A,C,,0,
1238,44,0,1.092777778,2.948611111,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
1239,44,1,0.7305555556,3.467222222,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
1240,44,1,1.229444444,3.28,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
1241,44,1,2.608611111,5.252222222,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
1242,44,1,1.863333333,3.913611111,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,P,C,,0,
1243,44,1,0.8097222222,3.318888889,punch,AC,1,The cowboy punches the swimmer.,The artist punched the clown.,1,A,C,,0,
1244,44,1,2.5075,2.736388889,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the officer.,0,P,C,,0,
1245,44,0,0.9766666667,3.569722222,chase,AC,0,The policeman chases the robber.,The swimmer is chased by the officer.,0,A,C,,0,
1246,44,0,1.411111111,3.583611111,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
1247,44,1,0.9755555556,2.720277778,pull,AI,1,The boxer pull the soldier.,The pirate will pull the dancer.,1,A,I,,0,
1248,44,1,0.7402777778,2.603055556,slap,PC,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,P,C,,0,
1249,44,1,1.022777778,2.814444444,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
1250,44,1,1.205,4.845,kick,PI,0,The clown is kicken by the nun.,The robber was kicked by the waitress.,0,P,I,,0,
1251,46,1,1.07,3.240277778,chase,AC,0,The policeman chases the robber.,The cop chases the swimmer,1,A,C,,0,
1252,46,1,0.5708333333,13.58111111,kick,PI,0,The clown is kicken by the nun.,The waitress kicks the robber,1,P,I,,0,
1253,46,1,0.6219444444,2.363055556,slap,AC,1,The cowboy slaps the professor.,The cop slaps the swimmer,1,A,C,,0,
1254,46,1,0.5427777778,3.255,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate,0,P,C,,0,
1255,46,1,0.4152777778,3.136388889,scold,AC,1,The policeman scolds the doctor.,The graduate scolds the sailor,1,A,C,,0,
1256,46,1,1.475277778,3.978055556,pull,PI,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer,0,P,I,,0,
1257,46,1,1.145555556,2.604722222,chase,AC,1,The nun chases the sailor.,The cop chases the robber,1,A,C,,0,
1258,46,1,0.8491666667,3.326388889,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the cop,0,P,C,,0,
1259,46,1,0.3072222222,2.795,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer,1,A,C,,0,
1260,46,1,0.6441666667,3.811388889,slap,PC,0,The nurse is slapped by  the policeman.,The ballerina is slapped by the cowboy,0,P,C,,0,
1261,46,1,1.172222222,2.963055556,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor,1,A,I,,0,
1262,46,0,0.4822222222,2.624444444,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown,1,P,I,,0,
1263,46,0,0.3388888889,2.796666667,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer,1,A,I,,0,
1264,46,1,0.6166666667,2.898611111,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina,1,P,C,,0,
1265,46,0,0.3972222222,3.069722222,pull,AI,1,The boxer pull the soldier.,The pirates pulls the ballerina,1,A,I,,0,
1266,46,1,0.9947222222,2.838888889,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy,0,P,C,,0,
1267,46,1,0.5058333333,3.074166667,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina,1,A,C,,0,
1268,46,1,0.5638888889,2.933611111,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk,1,P,I,,0,
1269,46,1,0.3688888889,2.999166667,slap,AC,0,The cowboy slaps the ballerina.,The policemen slaps the boxer,1,A,C,,0,
1270,46,0,0.6222222222,2.813888889,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy,0,P,C,,0,
1271,46,0,0.6361111111,2.698888889,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor,1,A,C,,0,
1272,46,1,0.8572222222,2.690833333,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer,1,P,C,,0,
1273,46,1,0.3755555556,3.034166667,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown,1,A,C,,0,
1274,46,0,0.35,2.704166667,follow,PC,1,The ballerina is followed by the pirate.,The nun follows the soldier,1,P,C,,0,
1275,46,1,0.77,2.402777778,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer,1,A,I,,0,
1276,46,1,0.9675,3.014444444,push,PI,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina,1,P,I,,0,
1277,46,1,0.795,3.036944444,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor,1,A,C,,0,
1278,46,1,0.9711111111,3.362777778,kiss,PC,0,The monk is kissed by the swimmer.,The clown is kissed by the artist,0,P,C,,0,
1279,46,1,1.443888889,3.406111111,punch,AC,0,The cowboy punches the nun.,The artist punches the monk,1,A,C,,0,
1280,46,1,0.7194444444,2.713333333,punch,PC,1,The ballerina is punched by the artist.,The cowboy punches the doctor,1,P,C,,0,
1281,46,1,0.3655555556,2.399722222,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier,1,A,C,,0,
1282,46,1,1.625555556,3.330555556,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor,1,P,C,,0,
1283,46,1,0.4644444444,2.349444444,touch,AI,0,The waitress touch the professor.,The sailor touches the swimmer,1,A,I,,0,
1284,46,1,0.7141666667,2.913888889,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier,1,P,C,,0,
1285,46,1,0.6147222222,2.709722222,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown,1,A,I,,0,
1286,46,1,0.4872222222,2.537222222,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer,1,P,I,,0,
1287,47,1,2.020277778,3.740833333,touch,AI,0,The waitress touch the professor.,The soldier is going to touch the swimmer.,1,A,I,,0,
1288,47,1,1.446388889,3.714444444,punch,PC,0,The policeman is punched by the artist.,The girl is punched by the cowboy.,0,P,C,,0,
1289,47,1,0.4872222222,2.325833333,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
1290,47,1,0.8116666667,2.566388889,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,P,C,,0,
1291,47,1,1.7875,2.850833333,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
1292,47,1,1.0775,2.0075,pull,PI,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer.,0,P,I,,0,
1293,47,1,1.374166667,2.636111111,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
1294,47,1,0.7477777778,2.770833333,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
1295,47,1,0.58,6.289444444,punch,AC,0,The cowboy punches the nun.,The artist punches the man.,1,A,C,,0,
1296,47,1,0.6236111111,2.763888889,punch,PC,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,P,C,,0,
1297,47,1,0.6197222222,2.479444444,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
1298,47,1,0.7205555556,1.988333333,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
1299,47,1,0.575,2.683333333,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor.,1,A,C,,0,
1300,47,1,0.5616666667,1.948611111,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
1301,47,1,1.771111111,2.628611111,slap,AC,1,The cowboy slaps the professor.,The swimmer is slapped by the policeman.,0,A,C,,0,
1302,47,1,1.463333333,3.6225,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,P,C,,0,
1303,47,1,0.5775,2.619444444,follow,AC,0,The nun follows the cowboy.,The doctor is followed by the pirate.,0,A,C,,0,
1304,47,1,0.5483333333,2.126666667,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,P,C,,0,
1305,47,1,2.003333333,1.850833333,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
1306,47,1,2.076666667,3.91,push,PI,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,P,I,,0,
1307,47,1,1.323055556,5.329444444,push,AI,1,The chef push the clown.,The swimmer is pushed by the cowboy.,0,A,I,,0,
1308,47,1,1.046944444,2.261111111,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,P,I,,0,
1309,47,1,0.4980555556,2.437777778,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
1310,47,1,0.7630555556,2.841111111,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,P,C,,0,
1311,47,1,1.120277778,3.479444444,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
1312,47,1,0.6616666667,2.968333333,kiss,PC,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,P,C,,0,
1313,47,1,2.239722222,3.676388889,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
1314,47,1,1.287777778,1.704444444,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the robber.,1,P,I,,0,
1315,47,1,0.3741666667,3.39,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
1316,47,1,1.301111111,3.658055556,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
1317,47,1,0.8072222222,2.294722222,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
1318,47,1,1.068888889,3.101944444,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,P,C,,0,
1319,47,1,2.398055556,3.957222222,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
1320,47,1,0.8255555556,2.8625,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,P,C,,0,
1321,47,1,0.7538888889,3.089166667,slap,AC,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,A,C,,0,
1322,47,1,0.6213888889,3.459166667,follow,PC,1,The ballerina is followed by the pirate.,The soldier is followed by the nun.,0,P,C,,0,
1323,49,1,1.9275,7.788611111,punch,AC,0,The cowboy punches the nun.,the painter punched the man.,1,A,C,,0,
1324,49,1,1.743333333,5.126388889,punch,PC,1,The ballerina is punched by the artist.,the cowboy punched the doctor,1,P,C,,0,
1325,49,0,2.189444444,6.075277778,slap,AC,0,The cowboy slaps the ballerina.,the soldier slapped the boxer.,1,A,C,,0,
1326,49,0,2.374722222,5.865277778,punch,PC,0,The policeman is punched by the artist.,the cowboy punched the ballerina,1,P,C,,0,
1327,49,0,1.706944444,8.046944444,kick,AI,1,The policeman kick the boxer.,the waitress kicked the customer,1,A,I,,0,
1328,49,1,1.386666667,5.248611111,follow,PC,1,The ballerina is followed by the pirate.,the nun followed the soldier.,1,P,C,,0,
1329,49,0,1.603611111,5.276388889,touch,AI,0,The waitress touch the professor.,the soldier touched the swimmer,1,A,I,,0,
1330,49,0,2.603055556,7.883055556,scold,PC,0,The monk is scolded by the swimmer.,the pope is scolding the soldier.,1,P,C,,0,
1331,49,1,2.379722222,6.843055556,follow,AC,1,The nun follows the doctor.,the pirate follows the policeman.,1,A,C,,0,
1332,49,1,2.862222222,6.778055556,follow,PC,0,The ballerina is followed by the pirate.,nun follows the boxer,1,P,C,,2,
1333,49,1,0.5997222222,4.672222222,slap,AC,1,The cowboy slaps the professor.,the policeman slaps the ballerina,1,A,C,,0,
1334,49,1,1.102777778,4.383055556,kick,PI,0,The clown is kicken by the nun.,the waitress kicked the pirate.,1,P,I,,0,
1335,49,0,2.930555556,5.413333333,shoot,AI,0,The actress shoot the robber.,the cook shoots the boxer,1,A,I,,0,
1336,49,0,1.289444444,3.696944444,slap,PC,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,P,C,,0,
1337,49,1,1.251666667,4.537777778,chase,AC,1,The nun chases the sailor.,the robber is chased by policeman,0,A,C,,0,
1338,49,1,0.4736111111,5.275555556,shoot,PI,1,The ballerina is shooted by the artist.,the cook shoots the swimmer,1,P,I,,0,
1339,49,1,0.7322222222,10.405,scold,AC,1,The policeman scolds the doctor.,The pope scolds the policeman,1,A,C,,0,
1340,49,0,1.314444444,5.358333333,pull,PI,0,The waitress is pullen by the pirate.,the clown is pulled by the boxer.,0,P,I,,0,
1341,49,1,1.324166667,6.855277778,pull,AI,1,The boxer pull the soldier.,the ballerina is pulled by the pirate.,0,A,I,,0,
1342,49,1,3.526666667,8.028611111,slap,PC,1,The clown is slapped by the policeman.,The policeman is slapped by the cowboy,0,P,C,,0,
1343,49,1,3.413055556,8.098611111,chase,AC,0,The policeman chases the robber.,the policeman is chasing the swimmer,1,A,C,,0,
1344,49,1,2.881944444,7.364166667,chase,PC,1,The monk is chased by the policeman.,the pirate is chasing the robber.,1,P,C,,0,
1345,49,1,2.305555556,7.803055556,tickle,AI,0,The soldier tickle the boxer.,The maid is tickling the doctor,1,A,I,,0,
1346,49,1,2.599166667,7.299722222,push,PI,0,The monk is pushen by the policeman.,ballerina is pushed by the cowboy,0,P,I,,2,
1347,49,1,3.1525,6.463333333,push,AI,1,The chef push the clown.,cowboy pushed the swimmer.,1,A,I,,2,
1348,49,1,1.636111111,8.526666667,chase,PC,0,The swimmer is chased by the nun.,the doctor is chased by the maid,0,P,C,,0,
1349,49,1,1.441944444,6.431111111,scold,AC,0,The waitress scolds the boxer.,the policeman scolds the ballerina.,1,A,C,,0,
1350,49,0,4.107222222,10.41472222,touch,PI,1,The doctor is touchen by the waitress.,the sailor touched the clown,1,P,I,,0,
1351,49,1,1.986944444,6.200833333,kiss,AC,1,The artist kisses the ballerina.,Nun is kissing the boxer.,1,A,C,,2,
1352,49,1,7.151944444,3.896666667,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,P,C,,0,
1353,49,1,1.864444444,7.695833333,kiss,AC,0,The pirate kisses the clown.,the painter kissing the soldier,1,A,C,,1,
1354,49,1,4.321388889,4.091388889,kiss,PC,0,The monk is kissed by the swimmer.,The painter kissing the clown,1,P,C,,1,
1355,49,1,1.495833333,5.81,punch,AC,1,The cowboy punches the swimmer.,The painter punches the clown,1,A,C,,0,
1356,49,0,1.396666667,9.668888889,tickle,PI,1,The robber is ticklen by the soldier.,The maid is tickling the pope,1,P,I,,0,
1357,49,1,0.8152777778,6.4475,follow,AC,0,The nun follows the cowboy.,doctor is followed by a pirate,0,A,C,,2,
1358,49,1,0.935,4.869722222,kiss,PC,1,The boxer is kissed by the artist.,nun is trying to kiss ballerina,1,P,C,,2,
1359,50,0,1.659722222,7.459444444,touch,AI,0,The waitress touch the professor.,Touch the swimmer.,1,A,I,,1,
1360,50,0,0.8075,2.092777778,tickle,PI,1,The robber is ticklen by the soldier.,She tickled the monk.,1,P,I,,2,
1361,50,1,1.1975,6.993055556,shoot,AI,0,The actress shoot the robber.,He almost shot the boxer.,1,A,I,,2,
1362,50,1,0.7177777778,2.685,kick,PI,0,The clown is kicken by the nun.,She kicked the robber.,1,P,I,,2,
1363,50,0,0.7669444444,2.447777778,pull,AI,1,The boxer pull the soldier.,The man pulled the dancer.,1,A,I,,0,
1364,50,0,1.320277778,2.562777778,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slapped the dancer.,1,P,C,,0,
1365,50,1,1.072777778,2.558611111,kiss,AC,1,The artist kisses the ballerina.,The nun kissed the boxer.,1,A,C,,0,
1366,50,0,1.065555556,3.04,kiss,PC,0,The monk is kissed by the swimmer.,The old man is kissed by the lady.,0,P,C,,0,
1367,50,1,1.014444444,1.916944444,slap,AC,0,The cowboy slaps the ballerina.,The officer slapped the boxer.,1,A,C,,0,
1368,50,1,0.7041666667,2.769722222,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulled the clown.,1,P,I,,0,
1369,50,0,2.623055556,2.805,kick,AI,1,The policeman kick the boxer.,The waitress kicked the old man.,1,A,I,,0,
1370,50,1,0.7544444444,2.400277778,follow,PC,1,The ballerina is followed by the pirate.,The nun followed the solider.,1,P,C,,0,
1371,50,1,0.6897222222,2.736666667,follow,AC,0,The nun follows the cowboy.,The pirate followed the doctor.,1,A,C,,0,
1372,50,1,0.7591666667,2.373888889,punch,PC,0,The policeman is punched by the artist.,The cowboy punched the dancer.,1,P,C,,0,
1373,50,1,0.9894444444,2.647222222,chase,AC,1,The nun chases the sailor.,The officer chased the robber.,1,A,C,,0,
1374,50,1,0.8625,2.266666667,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate.,0,P,C,,0,
1375,50,1,0.9908333333,2.411388889,tickle,AI,0,The soldier tickle the boxer.,The waitress tickled the doctor.,1,A,I,,0,
1376,50,1,0.6747222222,1.928611111,kiss,PC,1,The boxer is kissed by the artist.,The nun kissed the dancer.,1,P,C,,0,
1377,50,1,0.6280555556,2.736388889,scold,AC,1,The policeman scolds the doctor.,The professor scolded the sailor.,1,A,C,,0,
1378,50,1,0.5047222222,2.105833333,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
1379,50,0,0.4433333333,1.850555556,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
1380,50,1,0.8938888889,1.985833333,slap,PC,1,The clown is slapped by the policeman.,The cowboy slapped the sailor.,1,P,C,,0,
1381,50,1,1.203055556,2.547777778,punch,AC,0,The cowboy punches the nun.,The painter punched the monk.,1,A,C,,0,
1382,50,0,0.4747222222,2.288055556,touch,PI,1,The doctor is touchen by the waitress.,The sailor touched the clown.,1,P,I,,0,
1383,50,1,0.4683333333,2.343333333,kiss,AC,0,The pirate kisses the clown.,The painter kissed the soldier.,1,A,C,,0,
1384,50,1,0.4222222222,1.932777778,push,PI,0,The monk is pushen by the policeman.,The cowboy pushed the dancer.,1,P,I,,0,
1385,50,1,0.4630555556,2.078333333,scold,AC,0,The waitress scolds the boxer.,The officer scolded the dancer.,1,A,C,,0,
1386,50,0,0.5155555556,2.349166667,shoot,PI,1,The ballerina is shooted by the artist.,The chef shot the swimmer.,1,P,I,,0,
1387,50,1,0.7430555556,2.218888889,slap,AC,1,The cowboy slaps the professor.,The officer slapped the swimmer.,1,A,C,,0,
1388,50,1,1.232777778,1.936666667,follow,PC,0,The ballerina is followed by the pirate.,The nun followed the boxer.,1,P,C,,0,
1389,50,1,0.6627777778,2.627222222,punch,AC,1,The cowboy punches the swimmer.,The painter punched the clown,1,A,C,,0,
1390,50,1,0.9038888889,2.840555556,scold,PC,1,The doctor is scolded by the professor.,The officer scolded the boxer .,1,P,C,,0,
1391,50,1,0.7241666667,2.202777778,chase,AC,0,The policeman chases the robber.,The officer chased the swimmer.,1,A,C,,0,
1392,50,1,0.4986111111,2.381388889,scold,PC,0,The monk is scolded by the swimmer.,The solider is scolded by the professor.,0,P,C,,0,
1393,50,1,0.3986111111,2.436666667,follow,AC,1,The nun follows the doctor.,The pirate followed the sailor.,1,A,C,,0,
1394,50,1,0.6327777778,2.325277778,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,P,C,,0,
1395,51,1,2.644444444,2.090555556,chase,AC,1,The nun chases the sailor.,The man chases the robber.,1,A,C,,0,
1396,51,1,0.6688888889,2.615555556,shoot,PI,1,The ballerina is shooted by the artist.,The cook shoots the swimmer.,1,P,I,,0,
1397,51,1,0.5405555556,2.758333333,kiss,AC,1,The artist kisses the ballerina.,The boxer kisses the priest.,1,A,C,,0,
1398,51,0,1.033055556,8.309722222,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the dancer,1,P,C,,0,
1399,51,0,0.4394444444,2.082777778,punch,AC,0,The cowboy punches the nun.,The artist punches the monk.,1,A,C,,0,
1400,51,1,0.6197222222,2.29,follow,PC,1,The ballerina is followed by the pirate.,The soldier is followed by the priest.,0,P,C,,0,
1401,51,1,1.010555556,3.028888889,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer.,1,A,I,,0,
1402,51,1,0.9013888889,4.156944444,kiss,PC,1,The boxer is kissed by the artist.,The priest blows a kiss to the dancer,,P,C,,2,
1403,51,1,1.014722222,6.258055556,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
1404,51,0,1.701944444,3.009444444,punch,PC,0,The policeman is punched by the artist.,The dancer is punched by the cowboy.,0,P,C,,0,
1405,51,0,0.7430555556,2.081111111,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor,1,A,C,,0,
1406,51,1,1.436111111,3.441111111,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
1407,51,1,0.9538888889,2.6025,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
1408,51,1,5.333611111,3.378611111,kick,PI,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,P,I,,0,
1409,51,1,2.627222222,3.396111111,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,A,C,,0,
1410,51,1,0.7005555556,3.313611111,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor,1,P,C,,0,
1411,51,1,7.493055556,1.773888889,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown,1,A,I,,0,
1412,51,0,2.036944444,2.857222222,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer,1,P,C,,0,
1413,51,1,1.105277778,3.513333333,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the dancer.,1,A,C,,0,
1414,51,1,1.199444444,2.640555556,kiss,PC,0,The monk is kissed by the swimmer.,The artist is kissed by the clown.,0,P,C,,0,
1415,51,1,1.4975,3.053888889,pull,AI,1,The boxer pull the soldier.,The pirate pulls the dancer.,1,A,I,,0,
1416,51,1,1.746388889,2.458888889,tickle,PI,1,The robber is ticklen by the soldier.,The monk is tickled by the waitress.,0,P,I,,0,
1417,51,1,0.6169444444,2.407222222,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
1418,51,1,0.7883333333,2.784722222,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate.,0,P,C,,0,
1419,51,1,0.6441666667,2.304444444,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
1420,51,1,2.235277778,2.611666667,push,PI,0,The monk is pushen by the policeman.,The dancer is pushed by the dancer.,0,P,I,,0,
1421,51,1,2.650277778,2.197222222,touch,AI,0,The waitress touch the professor.,The sailor touches the swimmer.,1,A,I,,0,
