,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
1788,50,j54zptcp20190406,1,1.850833333,7.221666667,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
1789,50,j54zptcp20190406,1,2.365,8.354166667,chase,PC,P,C,1,The monk is chased by the policeman.,The robber is chased by the pirate.,0,0,0
1790,50,j54zptcp20190406,1,1.9325,6.913333333,shoot,AI,A,I,0,The actress shoot the robber.,The chef shoots the boxer.,1,1,0
1791,50,j54zptcp20190406,1,6.705833333,7.835,push,PI,P,I,0,The monk is pushen by the policeman.,The dancer is pushed by the dancer.,0,0,0
1792,50,j54zptcp20190406,1,7.950833333,6.591666667,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer.,1,1,0
1793,50,j54zptcp20190406,1,2.7875,7.955833333,scold,PC,P,C,0,The monk is scolded by the swimmer.,The professor scolds the solider.,1,1,0
1794,50,j54zptcp20190406,1,6.398333333,9.3025,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punches the clown.,1,1,0
1795,50,j54zptcp20190406,1,1.948333333,7.903333333,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,1,0
1796,50,j54zptcp20190406,1,2.2275,147.3491667,kiss,AC,A,C,0,The pirate kisses the clown.,The solider kisses the artist.,1,1,0
1797,50,j54zptcp20190406,1,3.175833333,40.2625,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,1,0
1798,50,j54zptcp20190406,1,6.121666667,6.181666667,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
1799,50,j54zptcp20190406,1,5.481666667,7.4075,scold,PC,P,C,1,The doctor is scolded by the professor.,The boxer is scolded by the policeman.,0,0,0
1800,50,j54zptcp20190406,1,1.766666667,7.3175,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
1801,50,j54zptcp20190406,1,1.775833333,7.325,pull,PI,P,I,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer.,0,0,0
1802,51,j9e0d5e020190413,1,3.355,19.2075,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
1803,51,j9e0d5e020190413,1,5.59,13.5925,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slapped the dancer.,1,1,0
1804,51,j9e0d5e020190413,1,2.811666667,11.4375,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kissed the boxer.,1,1,0
1805,51,j9e0d5e020190413,1,3.2775,8.858333333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The nun follows the soldier.,1,1,0
1806,51,j9e0d5e020190413,1,1.368333333,11.965,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slapped the boxer.,1,1,0
1807,51,j9e0d5e020190413,1,2.1025,9.344166667,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punched the dancer.,1,1,0
1808,51,j9e0d5e020190413,1,1.786666667,9.865,chase,AC,A,C,0,The policeman chases the robber.,The policeman chased the swimmer.,1,1,0
1809,51,j9e0d5e020190413,1,3.010833333,11.72583333,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushed the dancer.,1,1,0
1810,51,j9e0d5e020190413,1,1.770833333,8.859166667,chase,AC,A,C,1,The nun chases the sailor.,The policeman chased the robber.,1,1,0
1811,51,j9e0d5e020190413,0,2.513333333,10.605,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The chef shot the swimmer.,1,1,0
1812,51,j9e0d5e020190413,1,1.481666667,17.79083333,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicked the clown.,1,1,0
1813,51,j9e0d5e020190413,1,5.1275,11.32583333,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,1,0
1814,51,j9e0d5e020190413,1,5.676666667,15.72416667,kiss,AC,A,C,0,The pirate kisses the clown.,The soldier is being kissed by the artist.,0,0,0
1815,51,j9e0d5e020190413,0,2.845833333,12.61833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor is touching the clown.,1,1,0
1816,51,j9e0d5e020190413,1,1.741666667,22.77166667,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punches the clown.,1,1,0
1817,51,j9e0d5e020190413,1,5.595,20.79666667,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The clown is pulled by the boxer.,0,0,0
1818,51,j9e0d5e020190413,1,1.9975,8.5,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
1819,51,j9e0d5e020190413,1,4.835833333,9.679166667,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The professor scolds the soldier.,1,1,0
1820,51,j9e0d5e020190413,1,2.173333333,9.290833333,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer.,1,1,0
1821,51,j9e0d5e020190413,1,3.9325,8.225,scold,PC,P,C,1,The doctor is scolded by the professor. ,The policeman scolds the boxer.,1,1,0
1822,51,j9e0d5e020190413,1,1.550833333,11.26583333,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
1823,51,j9e0d5e020190413,1,3.245,9.0625,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,1,0
1824,51,j9e0d5e020190413,1,4.8225,8.6725,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the monk.,1,1,0
1825,51,j9e0d5e020190413,1,2.645,7.414166667,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chases the robber.,1,1,0
1826,51,j9e0d5e020190413,0,5.588333333,10.17666667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
1827,51,j9e0d5e020190413,1,7.5525,95.59833333,slap,PC,P,C,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,0,0
1828,51,j9e0d5e020190413,1,1.9225,7.764166667,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor.,1,1,0
1829,51,j9e0d5e020190413,1,1.8525,9.4075,kick,PI,P,I,0,The clown is kicken by the nun. ,The robber is kicked by the waitress.,0,0,0
1830,51,j9e0d5e020190413,1,1.905,8.0725,shoot,AI,A,I,0,The actress shoot the robber. ,The chef shoots the boxer.,1,1,0
1831,51,j9e0d5e020190413,0,3.068333333,7.98,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The waitress tickles the monk.,1,1,0
1832,51,j9e0d5e020190413,1,2.161666667,7.113333333,tickle,AI,A,I,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,1,0
1833,51,j9e0d5e020190413,1,3.01,13.00916667,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,0,0
1834,51,j9e0d5e020190413,0,11.4725,15.31333333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the dancer.,1,1,0
1835,51,j9e0d5e020190413,1,1.9225,7.6,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,1,0
1836,51,j9e0d5e020190413,1,1.75,7.6925,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,1,0
1837,51,j9e0d5e020190413,1,2.34,10.61083333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The ballerina is kissed by the nun.,0,0,0
1838,52,jmque9ta20190413,1,7.84,49.22916667,kiss,AC,A,C,1,The artist kisses the ballerina.,The artist  image is kiss,NA,NA,1
1839,52,jmque9ta20190413,0,64.01083333,89.41916667,push,PI,P,I,0,The monk is pushen by the policeman.,The recluse is pusher by the policeman,0,0,1
1840,52,jmque9ta20190413,0,26.41583333,29.36583333,touch,AI,A,I,0,The waitress touch the professor.,The professor touch the student ,1,1,1
1841,52,jmque9ta20190413,1,27.47166667,118.3091667,scold,PC,P,C,1,The doctor is scolded by the professor. ,The policeman is scolded by the professor,0,0,0
1842,52,jmque9ta20190413,1,7.351666667,46.295,scold,AC,A,C,1,The policeman scolds the doctor.,The doctor is scolded by the patient,0,0,0
1843,52,jmque9ta20190413,1,28.71333333,29.40083333,slap,PC,P,C,1,The clown is slapped by the policeman.,The clown is slapped by the professor,0,0,0
1844,52,jmque9ta20190413,0,19.41666667,39.07916667,chase,AC,A,C,0,The policeman chases the robber.,The policeman chase by the thief.,0,0,1
1845,52,jmque9ta20190413,0,23.90333333,43.2525,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The recluse is kissed by the swimmer.,0,0,0
1846,52,jmque9ta20190413,0,20.27916667,69.535,punch,AC,A,C,0,The cowboy punches the nun.,The professor punch by the nun ,0,0,1
1847,52,jmque9ta20190413,1,31.265,33.20916667,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The professor  followed by thief.,0,0,1
1848,52,jmque9ta20190413,1,7.73,36.235,pull,AI,A,I,1,The boxer pull the soldier.,The thief  pull the professor.,1,1,1
1849,52,jmque9ta20190413,1,11.12166667,24.74,punch,PC,P,C,1,The ballerina is punched by the artist.,The policeman punch by the doctor.,0,0,1
1850,52,jmque9ta20190413,1,4.578333333,22.98833333,follow,AC,A,C,1,The nun follows the doctor.,The thief follow by the nun.,0,0,1
1851,52,jmque9ta20190413,0,11.23333333,25.00583333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun followed by the boxer.,0,0,1
1852,52,jmque9ta20190413,1,6.730833333,41.51916667,push,AI,A,I,1,The chef push the clown.,The policeman push by the thief.,0,0,1
1853,52,jmque9ta20190413,1,6.1825,54.98583333,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The Policeman shoot by the thief.,0,0,1
1854,52,jmque9ta20190413,0,8.808333333,34.34916667,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman Scolds by the artist.,0,0,1
1855,52,jmque9ta20190413,0,10.65083333,27.93666667,chase,PC,P,C,0,The swimmer is chased by the nun.,She is chase by the doctor.,0,0,2
1856,52,jmque9ta20190413,1,2.74,20.48916667,punch,AC,A,C,1,The cowboy punches the swimmer.,The boxer punch by the nun.,0,0,1
1857,52,jmque9ta20190413,1,4.525833333,31.06166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,The Artist kissed by the professor.,0,0,1
1858,52,jmque9ta20190413,1,7.896666667,20.32666667,chase,AC,A,C,1,The nun chases the sailor.,The policeman chase by the nun.,0,0,1
1859,52,jmque9ta20190413,1,23.76583333,53.7725,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The solider tickle by the professor.,0,0,1
1860,52,jmque9ta20190413,0,21.68916667,31.98583333,follow,AC,A,C,0,The nun follows the cowboy.,The thief is followed by the doctor.,0,0,0
1861,52,jmque9ta20190413,1,5.475,36.365,touch,PI,P,I,1,The doctor is touchen by the waitress.,The doctor touch by the patient.,0,0,1
1862,52,jmque9ta20190413,0,4.6875,26.09166667,tickle,AI,A,I,0,The soldier tickle the boxer.,The doctor tickle by the nun.,0,0,1
1863,52,jmque9ta20190413,0,5.299166667,27.29666667,kick,PI,P,I,0,The clown is kicken by the nun. ,The ballerina is kick by the pirate.,0,0,1
1864,52,jmque9ta20190413,1,9.479166667,31.0675,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman Slap by the nun.,0,0,1
1865,52,jmque9ta20190413,0,2.83,28.715,punch,PC,P,C,0,The policeman is punched by the artist.,The policeman punch by the artist.,0,0,1
1866,52,jmque9ta20190413,1,4.7,34.76166667,kick,AI,A,I,1,The policeman kick the boxer.,The Ballerina is kick by the pirate.,0,0,1
1867,52,jmque9ta20190413,0,3.241666667,45.83333333,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The professor is scold by the student.,0,0,1
1868,52,jmque9ta20190413,0,3.906666667,32.3925,kiss,AC,A,C,0,The pirate kisses the clown.,The boxer is kiss by the  nun.,0,0,1
1869,52,jmque9ta20190413,0,3.809166667,22.20666667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The thief is slap by the artist.,0,0,1
1870,52,jmque9ta20190413,0,20.08333333,36.06416667,shoot,AI,A,I,0,The actress shoot the robber. ,The artist shoot by the boxer.,0,0,1
1871,52,jmque9ta20190413,0,5.8125,17.305,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The boxer is pull by the thief.,0,0,1
1872,52,jmque9ta20190413,0,113.9983333,30.7,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slap by the boxer.,0,0,1
1873,52,jmque9ta20190413,1,3.253333333,20.30166667,chase,PC,P,C,1,The monk is chased by the policeman.,The Thief  is chase by the nun.,0,0,1
1874,53,jn4ekw7u20190406,1,3.750833333,10.50333333,shoot,AI,A,I,0,The actress shoot the robber.,A chef shoots a boxer.,1,1,0
1875,53,jn4ekw7u20190406,1,3.214166667,9.119166667,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punches the doctor,1,1,0
1876,53,jn4ekw7u20190406,1,1.505,10.1725,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,1,0
1877,53,jn4ekw7u20190406,1,2.313333333,8.123333333,scold,PC,P,C,1,The doctor is scolded by the professor.,the cop scolds the boxer,1,1,0
1878,53,jn4ekw7u20190406,1,2.27,9.864166667,kiss,AC,A,C,0,The pirate kisses the clown.,the soldier kisses the clown,1,1,0
1879,53,jn4ekw7u20190406,1,2.231666667,9.345,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress chases the doctor,1,1,0
1880,53,jn4ekw7u20190406,1,1.455,10.44,chase,AC,A,C,0,The policeman chases the robber.,the robber chases the swimmer,1,1,0
1881,53,jn4ekw7u20190406,1,2.225,8.2975,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,1,0
1882,53,jn4ekw7u20190406,1,1.560833333,6.291666667,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
1883,53,jn4ekw7u20190406,1,1.676666667,8.293333333,scold,PC,P,C,0,The monk is scolded by the swimmer.,the graduate scolds the soldier,1,1,0
1884,53,jn4ekw7u20190406,1,1.443333333,6.455,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scolds the sailor,1,1,0
1885,53,jn4ekw7u20190406,1,1.2175,7.128333333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,1,0
1886,53,jn4ekw7u20190406,1,1.481666667,7.6725,touch,AI,A,I,0,The waitress touch the professor.,the sailor touches the swimmer,1,1,0
1887,53,jn4ekw7u20190406,1,1.748333333,6.214166667,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,1,0
1888,53,jn4ekw7u20190406,1,1.286666667,6.756666667,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the monk,1,1,0
1889,53,jn4ekw7u20190406,1,1.308333333,6.416666667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,1,0
1890,53,jn4ekw7u20190406,1,1.204166667,7.865833333,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
1891,53,jn4ekw7u20190406,1,1.528333333,7.651666667,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slaps the sailor,1,1,0
1892,53,jn4ekw7u20190406,1,0.985833333,5.588333333,scold,AC,A,C,0,The waitress scolds the boxer.,the cop scolds the ballerina,1,1,0
1893,53,jn4ekw7u20190406,1,1.388333333,7.685833333,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
1894,53,jn4ekw7u20190406,1,1.534166667,8.750833333,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the clown,1,1,0
1895,53,jn4ekw7u20190406,0,1.418333333,7.630833333,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
1896,53,jn4ekw7u20190406,1,1.330833333,7.140833333,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
1897,53,jn4ekw7u20190406,0,2.295,8.06,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun kisses the ballerina,1,1,0
1898,53,jn4ekw7u20190406,1,0.938333333,6.624166667,slap,AC,A,C,1,The cowboy slaps the professor.,the cop slaps the swimmer,1,1,0
1899,53,jn4ekw7u20190406,1,1.835833333,6.8325,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the robber,1,1,0
1900,53,jn4ekw7u20190406,1,1.05,5.541666667,chase,AC,A,C,1,The nun chases the sailor.,the cop chases the robber,1,1,0
1901,53,jn4ekw7u20190406,1,1.2525,6.911666667,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the monk,1,1,0
1902,53,jn4ekw7u20190406,1,1.519166667,8.6125,slap,AC,A,C,0,The cowboy slaps the ballerina.,the cop slaps the boxer,1,1,0
1903,53,jn4ekw7u20190406,0,1.045833333,7.721666667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the clown kisses the clown,1,1,0
1904,53,jn4ekw7u20190406,1,1.088333333,12.31333333,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
1905,53,jn4ekw7u20190406,1,1.585,5.198333333,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,1,0
1906,53,jn4ekw7u20190406,1,1.805833333,5.445833333,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxxer,1,1,0
1907,53,jn4ekw7u20190406,1,1.244166667,7.07,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
1908,53,jn4ekw7u20190406,1,1.618333333,6.428333333,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickles the octor,1,1,0
1909,53,jn4ekw7u20190406,1,1.400833333,6.979166667,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the robber,1,1,0
1910,54,jtz3st8w20190413,1,6.210833333,18.7325,tickle,AI,A,I,0,The soldier tickle the boxer.,The waitress tickle the doctor.,1,1,1
1911,54,jtz3st8w20190413,1,4.061666667,8.49,scold,PC,P,C,1,The doctor is scolded by the professor. ,The boxer is scolded the the police officer.,0,0,0
1912,54,jtz3st8w20190413,1,2.269166667,13.095,chase,AC,A,C,0,The policeman chases the robber.,The swimmer is chased by the police officer.,0,0,0
1913,54,jtz3st8w20190413,1,1.545833333,7.1525,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,0,0
1914,54,jtz3st8w20190413,1,1.358333333,9.496666667,slap,AC,A,C,1,The cowboy slaps the professor.,The swimmer is slapped by the police officer.,0,0,0
1915,54,jtz3st8w20190413,0,1.554166667,8.649166667,punch,PC,P,C,0,The policeman is punched by the artist.,The dancer is punched by the cowboy.,0,0,0
1916,54,jtz3st8w20190413,1,1.361666667,6.214166667,punch,AC,A,C,1,The cowboy punches the swimmer.,The clown is punched by the artist.,0,0,0
1917,54,jtz3st8w20190413,1,1.883333333,5.521666667,push,PI,P,I,0,The monk is pushen by the policeman.,The dancer is pushed by the cowboy.,0,0,0
1918,54,jtz3st8w20190413,1,2.411666667,6.86,punch,AC,A,C,0,The cowboy punches the nun.,The monk is punched by the artist.,0,0,0
1919,54,jtz3st8w20190413,1,1.651666667,8.8575,kick,PI,P,I,0,The clown is kicken by the nun. ,The criminal is kicked by the waitress.,0,0,0
1920,54,jtz3st8w20190413,1,1.350833333,7.263333333,scold,AC,A,C,0,The waitress scolds the boxer.,The police officer scolds the dancer.,1,1,0
1921,54,jtz3st8w20190413,1,2.615,5.615833333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The clown is kissed by the artist.,0,0,0
1922,54,jtz3st8w20190413,1,3.356666667,5.863333333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the dancer.,1,1,0
1923,54,jtz3st8w20190413,1,1.408333333,5.485,chase,PC,P,C,1,The monk is chased by the policeman.,The criminal is chased by the pirate.,0,0,0
1924,54,jtz3st8w20190413,1,5.521666667,7.559166667,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
1925,54,jtz3st8w20190413,1,8.671666667,5.404166667,slap,PC,P,C,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,0,0
1926,54,jtz3st8w20190413,1,1.2875,7.178333333,follow,AC,A,C,0,The nun follows the cowboy.,The doctor is followed by the pirate.,0,0,0
1927,54,jtz3st8w20190413,1,1.339166667,5.804166667,follow,PC,P,C,0,The ballerina is followed by the pirate.,The boxer is followed by the nun.,0,0,0
1928,54,jtz3st8w20190413,1,5.495,6.105,push,AI,A,I,1,The chef push the clown.,The swimmer is pushed by the cowboy.,0,0,0
1929,54,jtz3st8w20190413,1,2.335,5.275833333,touch,PI,P,I,1,The doctor is touchen by the waitress.,The clown is touched by the sailor.,0,0,0
1930,54,jtz3st8w20190413,1,1.305833333,6.639166667,chase,AC,A,C,1,The nun chases the sailor.,The criminal is chased by the policeman.,0,0,0
1931,54,jtz3st8w20190413,0,5.380833333,6.553333333,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The chef shoots the swimmer.,1,1,0
1932,54,jtz3st8w20190413,1,3.9,6.243333333,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
1933,54,jtz3st8w20190413,1,1.285,5.780833333,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The soldier is scolded by the professor.,0,0,0
1934,54,jtz3st8w20190413,1,1.461666667,5.325833333,touch,AI,A,I,0,The waitress touch the professor.,The swimmer is touched by the sailor.,0,0,0
1935,54,jtz3st8w20190413,1,1.394166667,4.9125,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The soldier is followed by the nun.,0,0,0
1936,54,jtz3st8w20190413,1,1.670833333,7.300833333,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
1937,54,jtz3st8w20190413,0,2.095,5.9975,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The monk is ticked by the waitress.,0,0,0
1938,54,jtz3st8w20190413,1,1.665833333,9.565833333,shoot,AI,A,I,0,The actress shoot the robber. ,The chef shoots the boxer.,1,1,0
1939,54,jtz3st8w20190413,1,1.361666667,6.383333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The ballerina is kissed by the nun.,0,0,0
1940,54,jtz3st8w20190413,1,2.841666667,5.1275,kiss,AC,A,C,1,The artist kisses the ballerina.,The boxer is kissed by the nun.,0,0,0
1941,54,jtz3st8w20190413,1,2.4725,5.916666667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The ballerina is slapped by the cowboy.,0,0,0
1942,54,jtz3st8w20190413,1,1.17,7.265,follow,AC,A,C,1,The nun follows the doctor.,The sailor is followed by the pirate.,0,0,0
1943,54,jtz3st8w20190413,1,2.005,5.54,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The clown is pulled by the boxer.,0,0,0
1944,54,jtz3st8w20190413,1,2.225,5.789166667,kiss,AC,A,C,0,The pirate kisses the clown.,The soldier is kissed by the artist.,0,0,0
1945,54,jtz3st8w20190413,1,1.959166667,6.486666667,punch,PC,P,C,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,0,0
1946,55,koggwd9a20190406,0,8.2875,16.64916667,scold,AC,A,C,0,The waitress scolds the boxer.,the cop scold the dancer,1,1,1
1947,55,koggwd9a20190406,1,3.030833333,12.38333333,chase,PC,P,C,0,The swimmer is chased by the nun.,the woman chase the doctor.,1,1,1
1948,55,koggwd9a20190406,1,2.174166667,17.63833333,kick,AI,A,I,1,The policeman kick the boxer.,the woman kicked the clown,1,1,0
1949,55,koggwd9a20190406,0,7.928333333,15.80166667,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punch the doctor.,1,1,1
1950,55,koggwd9a20190406,1,3.243333333,16.4325,punch,AC,A,C,0,The cowboy punches the nun.,the artist punch the monk .,1,1,1
1951,55,koggwd9a20190406,1,2.786666667,12.04083333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist kiss the clown.,1,1,1
1952,55,koggwd9a20190406,1,4.190833333,14.95166667,shoot,AI,A,I,0,The actress shoot the robber.,the chief shoot the boxer,1,1,1
1953,55,koggwd9a20190406,0,2.726666667,13.8575,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chief shoot the swimmer.,1,1,1
1954,55,koggwd9a20190406,0,4.9875,9.980833333,chase,AC,A,C,1,The nun chases the sailor.,the cop chase the robber,1,1,1
1955,55,koggwd9a20190406,1,4.755,19.325,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pull the clown with the rope,1,1,1
1956,55,koggwd9a20190406,0,3.3575,23.42083333,scold,AC,A,C,1,The policeman scolds the doctor.,the professor scold the sailor,1,1,1
1957,55,koggwd9a20190406,0,4.115833333,17.3625,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follow the solider,1,1,1
1958,55,koggwd9a20190406,1,3.3675,13.9725,chase,AC,A,C,0,The policeman chases the robber.,the cop chase the swimmer .,1,1,1
1959,55,koggwd9a20190406,1,3.370833333,21.92583333,scold,PC,P,C,0,The monk is scolded by the swimmer.,the professor scold the solider .,1,1,1
1960,55,koggwd9a20190406,0,2.673333333,9.950833333,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kiss the boxer.,1,1,1
1961,55,koggwd9a20190406,0,2.805,15.705,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chase the robber,1,1,1
1962,55,koggwd9a20190406,1,2.508333333,14.265,push,AI,A,I,1,The chef push the clown.,the cowboy push the swimmer.,1,1,1
1963,55,koggwd9a20190406,1,3.335,12.7475,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy push the dancer away.,1,1,1
1964,55,koggwd9a20190406,1,2.408333333,15.05916667,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kiss the soldier.,1,1,1
1965,55,koggwd9a20190406,1,2.9625,11.79083333,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punch the dancer.,1,1,1
1966,55,koggwd9a20190406,0,3.006666667,12.94583333,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punched the clown.,1,1,1
1967,55,koggwd9a20190406,1,2.831666667,10.42583333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slap the dancer.,1,1,1
1968,55,koggwd9a20190406,1,2.553333333,14.42583333,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pull the dancer.,1,1,1
1969,55,koggwd9a20190406,0,4.1875,12.1775,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slap the sailor.,1,1,1
1970,55,koggwd9a20190406,1,2.906666667,11.89166667,slap,AC,A,C,0,The cowboy slaps the ballerina.,the cop slap the boxer.,1,1,1
1971,55,koggwd9a20190406,1,2.991666667,13.33083333,kick,PI,P,I,0,The clown is kicken by the nun.,the woman kick the robber.,1,1,1
1972,55,koggwd9a20190406,1,3.4875,11.01083333,tickle,AI,A,I,0,The soldier tickle the boxer.,the woman tickle the doctor.,1,1,1
1973,55,koggwd9a20190406,0,2.768333333,9.870833333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the woman tickle the monk.,1,1,1
1974,55,koggwd9a20190406,1,2.070833333,16.71083333,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follow the doctor.,1,1,1
1975,55,koggwd9a20190406,0,5.815833333,8.473333333,scold,PC,P,C,1,The doctor is scolded by the professor.,the cop scold the boxer.,1,1,1
1976,55,koggwd9a20190406,1,7.928333333,13.79083333,touch,AI,A,I,0,The waitress touch the professor.,the sailor touched the swimmer.,1,1,1
1977,55,koggwd9a20190406,0,3.5525,22.9725,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touch the clown.,1,1,1
1978,55,koggwd9a20190406,1,32.22083333,18.85,follow,AC,A,C,1,The nun follows the doctor.,the pirate follow the sailor.,1,1,1
